quarter,series,category,subcategory,value,unit
2010-Q1,export_tonnes_by_destination,Belgium,,277434,tonnes
2010-Q2,export_tonnes_by_destination,Belgium,,395334,tonnes
2010-Q3,export_tonnes_by_destination,Belgium,,580912,tonnes
2010-Q4,export_tonnes_by_destination,Belgium,,340593,tonnes
2011-Q1,export_tonnes_by_destination,Belgium,,0,tonnes
2011-Q2,export_tonnes_by_destination,Belgium,,217788,tonnes
2011-Q3,export_tonnes_by_destination,Belgium,,359177,tonnes
2011-Q4,export_tonnes_by_destination,Belgium,,465501,tonnes
2012-Q1,export_tonnes_by_destination,Belgium,,270371,tonnes
2012-Q2,export_tonnes_by_destination,Belgium,,480736,tonnes
2012-Q3,export_tonnes_by_destination,Belgium,,663610,tonnes
2012-Q4,export_tonnes_by_destination,Belgium,,715545,tonnes
2013-Q1,export_tonnes_by_destination,Belgium,,341986,tonnes
2013-Q2,export_tonnes_by_destination,Belgium,,506180,tonnes
2013-Q3,export_tonnes_by_destination,Belgium,,509350,tonnes
2013-Q4,export_tonnes_by_destination,Belgium,,275530,tonnes
2014-Q1,export_tonnes_by_destination,Belgium,,253917,tonnes
2014-Q2,export_tonnes_by_destination,Belgium,,332040,tonnes
2014-Q3,export_tonnes_by_destination,Belgium,,161140,tonnes
2014-Q4,export_tonnes_by_destination,Belgium,,297900,tonnes
2015-Q1,export_tonnes_by_destination,Belgium,,306095,tonnes
2015-Q2,export_tonnes_by_destination,Belgium,,152686,tonnes
2015-Q3,export_tonnes_by_destination,Belgium,,287291,tonnes
2015-Q4,export_tonnes_by_destination,Belgium,,268278,tonnes
2016-Q1,export_tonnes_by_destination,Belgium,,189313,tonnes
2016-Q2,export_tonnes_by_destination,Belgium,,209151,tonnes
2016-Q3,export_tonnes_by_destination,Belgium,,228712,tonnes
2016-Q4,export_tonnes_by_destination,Belgium,,196265,tonnes
2017-Q1,export_tonnes_by_destination,Belgium,,208113,tonnes
2017-Q2,export_tonnes_by_destination,Belgium,,204801,tonnes
2017-Q3,export_tonnes_by_destination,Belgium,,280780,tonnes
2017-Q4,export_tonnes_by_destination,Belgium,,196185,tonnes
2018-Q1,export_tonnes_by_destination,Belgium,,364678,tonnes
2018-Q2,export_tonnes_by_destination,Belgium,,312788,tonnes
2018-Q3,export_tonnes_by_destination,Belgium,,157623,tonnes
2018-Q4,export_tonnes_by_destination,Belgium,,135881,tonnes
2019-Q1,export_tonnes_by_destination,Belgium,,205545,tonnes
2019-Q2,export_tonnes_by_destination,Belgium,,271627,tonnes
2019-Q3,export_tonnes_by_destination,Belgium,,283945,tonnes
2019-Q4,export_tonnes_by_destination,Belgium,,195408,tonnes
2020-Q1,export_tonnes_by_destination,Belgium,,224753,tonnes
2020-Q2,export_tonnes_by_destination,Belgium,,210526,tonnes
2020-Q3,export_tonnes_by_destination,Belgium,,97029,tonnes
2020-Q4,export_tonnes_by_destination,Belgium,,134485,tonnes
2021-Q1,export_tonnes_by_destination,Belgium,,171506,tonnes
2021-Q2,export_tonnes_by_destination,Belgium,,115244,tonnes
2021-Q3,export_tonnes_by_destination,Belgium,,19631,tonnes
2021-Q4,export_tonnes_by_destination,Belgium,,58059,tonnes
2022-Q1,export_tonnes_by_destination,Belgium,,272261,tonnes
2022-Q2,export_tonnes_by_destination,Belgium,,182493,tonnes
2022-Q3,export_tonnes_by_destination,Belgium,,116570,tonnes
2022-Q4,export_tonnes_by_destination,Belgium,,220676,tonnes
2023-Q1,export_tonnes_by_destination,Belgium,,312470,tonnes
2023-Q2,export_tonnes_by_destination,Belgium,,235192,tonnes
2023-Q3,export_tonnes_by_destination,Belgium,,99217,tonnes
2023-Q4,export_tonnes_by_destination,Belgium,,540975,tonnes
2024-Q1,export_tonnes_by_destination,Belgium,,369682,tonnes
2024-Q2,export_tonnes_by_destination,Belgium,,477053,tonnes
2024-Q3,export_tonnes_by_destination,Belgium,,345869,tonnes
2024-Q4,export_tonnes_by_destination,Belgium,,222066,tonnes
2025-Q1,export_tonnes_by_destination,Belgium,,196798,tonnes
2025-Q2,export_tonnes_by_destination,Belgium,,266107,tonnes
2025-Q3,export_tonnes_by_destination,Belgium,,109334,tonnes
2025-Q4,export_tonnes_by_destination,Belgium,,292178,tonnes
2026-Q1,export_tonnes_by_destination,Belgium,,219078,tonnes
2010-Q1,export_tonnes_by_destination,Brazil,,1344528,tonnes
2010-Q2,export_tonnes_by_destination,Brazil,,1442345,tonnes
2010-Q3,export_tonnes_by_destination,Brazil,,1698621,tonnes
2010-Q4,export_tonnes_by_destination,Brazil,,727729,tonnes
2011-Q1,export_tonnes_by_destination,Brazil,,823148,tonnes
2011-Q2,export_tonnes_by_destination,Brazil,,1103844,tonnes
2011-Q3,export_tonnes_by_destination,Brazil,,938237,tonnes
2011-Q4,export_tonnes_by_destination,Brazil,,487162,tonnes
2012-Q1,export_tonnes_by_destination,Brazil,,894752,tonnes
2012-Q2,export_tonnes_by_destination,Brazil,,605853,tonnes
2012-Q3,export_tonnes_by_destination,Brazil,,1036136,tonnes
2012-Q4,export_tonnes_by_destination,Brazil,,600834,tonnes
2013-Q1,export_tonnes_by_destination,Brazil,,760234,tonnes
2013-Q2,export_tonnes_by_destination,Brazil,,617042,tonnes
2013-Q3,export_tonnes_by_destination,Brazil,,803873,tonnes
2013-Q4,export_tonnes_by_destination,Brazil,,645150,tonnes
2014-Q1,export_tonnes_by_destination,Brazil,,1032366,tonnes
2014-Q2,export_tonnes_by_destination,Brazil,,1062372,tonnes
2014-Q3,export_tonnes_by_destination,Brazil,,1201168,tonnes
2014-Q4,export_tonnes_by_destination,Brazil,,1223781,tonnes
2015-Q1,export_tonnes_by_destination,Brazil,,1394853,tonnes
2015-Q2,export_tonnes_by_destination,Brazil,,1117364,tonnes
2015-Q3,export_tonnes_by_destination,Brazil,,1236807,tonnes
2015-Q4,export_tonnes_by_destination,Brazil,,1497038,tonnes
2016-Q1,export_tonnes_by_destination,Brazil,,1274438,tonnes
2016-Q2,export_tonnes_by_destination,Brazil,,1174690,tonnes
2016-Q3,export_tonnes_by_destination,Brazil,,1389184,tonnes
2016-Q4,export_tonnes_by_destination,Brazil,,1856561,tonnes
2017-Q1,export_tonnes_by_destination,Brazil,,936289,tonnes
2017-Q2,export_tonnes_by_destination,Brazil,,1033518,tonnes
2017-Q3,export_tonnes_by_destination,Brazil,,1396776,tonnes
2017-Q4,export_tonnes_by_destination,Brazil,,1362981,tonnes
2018-Q1,export_tonnes_by_destination,Brazil,,1504817,tonnes
2018-Q2,export_tonnes_by_destination,Brazil,,1207900,tonnes
2018-Q3,export_tonnes_by_destination,Brazil,,926940,tonnes
2018-Q4,export_tonnes_by_destination,Brazil,,1130254,tonnes
2019-Q1,export_tonnes_by_destination,Brazil,,1026955,tonnes
2019-Q2,export_tonnes_by_destination,Brazil,,829079,tonnes
2019-Q3,export_tonnes_by_destination,Brazil,,861692,tonnes
2019-Q4,export_tonnes_by_destination,Brazil,,576386,tonnes
2020-Q1,export_tonnes_by_destination,Brazil,,629006,tonnes
2020-Q2,export_tonnes_by_destination,Brazil,,647929,tonnes
2020-Q3,export_tonnes_by_destination,Brazil,,447340,tonnes
2020-Q4,export_tonnes_by_destination,Brazil,,862779,tonnes
2021-Q1,export_tonnes_by_destination,Brazil,,1078694,tonnes
2021-Q2,export_tonnes_by_destination,Brazil,,1391242,tonnes
2021-Q3,export_tonnes_by_destination,Brazil,,1405109,tonnes
2021-Q4,export_tonnes_by_destination,Brazil,,1404522,tonnes
2022-Q1,export_tonnes_by_destination,Brazil,,903305,tonnes
2022-Q2,export_tonnes_by_destination,Brazil,,1311067,tonnes
2022-Q3,export_tonnes_by_destination,Brazil,,1037977,tonnes
2022-Q4,export_tonnes_by_destination,Brazil,,1403076,tonnes
2023-Q1,export_tonnes_by_destination,Brazil,,1147944,tonnes
2023-Q2,export_tonnes_by_destination,Brazil,,1408018,tonnes
2023-Q3,export_tonnes_by_destination,Brazil,,968183,tonnes
2023-Q4,export_tonnes_by_destination,Brazil,,1256945,tonnes
2024-Q1,export_tonnes_by_destination,Brazil,,1498276,tonnes
2024-Q2,export_tonnes_by_destination,Brazil,,1557484,tonnes
2024-Q3,export_tonnes_by_destination,Brazil,,1302090,tonnes
2024-Q4,export_tonnes_by_destination,Brazil,,934935,tonnes
2025-Q1,export_tonnes_by_destination,Brazil,,936073,tonnes
2025-Q2,export_tonnes_by_destination,Brazil,,1060726,tonnes
2025-Q3,export_tonnes_by_destination,Brazil,,1261366,tonnes
2025-Q4,export_tonnes_by_destination,Brazil,,1447237,tonnes
2026-Q1,export_tonnes_by_destination,Brazil,,930221,tonnes
2010-Q1,export_tonnes_by_destination,China,,6115671,tonnes
2010-Q2,export_tonnes_by_destination,China,,5571577,tonnes
2010-Q3,export_tonnes_by_destination,China,,7168383,tonnes
2010-Q4,export_tonnes_by_destination,China,,7467989,tonnes
2011-Q1,export_tonnes_by_destination,China,,2398189,tonnes
2011-Q2,export_tonnes_by_destination,China,,4746996,tonnes
2011-Q3,export_tonnes_by_destination,China,,5467976,tonnes
2011-Q4,export_tonnes_by_destination,China,,6409754,tonnes
2012-Q1,export_tonnes_by_destination,China,,7535534,tonnes
2012-Q2,export_tonnes_by_destination,China,,6468358,tonnes
2012-Q3,export_tonnes_by_destination,China,,5740587,tonnes
2012-Q4,export_tonnes_by_destination,China,,14421944,tonnes
2013-Q1,export_tonnes_by_destination,China,,8633130,tonnes
2013-Q2,export_tonnes_by_destination,China,,11207029,tonnes
2013-Q3,export_tonnes_by_destination,China,,12958084,tonnes
2013-Q4,export_tonnes_by_destination,China,,15366745,tonnes
2014-Q1,export_tonnes_by_destination,China,,11326333,tonnes
2014-Q2,export_tonnes_by_destination,China,,13325649,tonnes
2014-Q3,export_tonnes_by_destination,China,,13278347,tonnes
2014-Q4,export_tonnes_by_destination,China,,14839669,tonnes
2015-Q1,export_tonnes_by_destination,China,,10380948,tonnes
2015-Q2,export_tonnes_by_destination,China,,14387857,tonnes
2015-Q3,export_tonnes_by_destination,China,,11406728,tonnes
2015-Q4,export_tonnes_by_destination,China,,10755980,tonnes
2016-Q1,export_tonnes_by_destination,China,,9655198,tonnes
2016-Q2,export_tonnes_by_destination,China,,12099370,tonnes
2016-Q3,export_tonnes_by_destination,China,,11876980,tonnes
2016-Q4,export_tonnes_by_destination,China,,13156410,tonnes
2017-Q1,export_tonnes_by_destination,China,,14110523,tonnes
2017-Q2,export_tonnes_by_destination,China,,11869248,tonnes
2017-Q3,export_tonnes_by_destination,China,,17312427,tonnes
2017-Q4,export_tonnes_by_destination,China,,15459927,tonnes
2018-Q1,export_tonnes_by_destination,China,,12318613,tonnes
2018-Q2,export_tonnes_by_destination,China,,13735776,tonnes
2018-Q3,export_tonnes_by_destination,China,,13130602,tonnes
2018-Q4,export_tonnes_by_destination,China,,14176859,tonnes
2019-Q1,export_tonnes_by_destination,China,,9716646,tonnes
2019-Q2,export_tonnes_by_destination,China,,10675568,tonnes
2019-Q3,export_tonnes_by_destination,China,,10307208,tonnes
2019-Q4,export_tonnes_by_destination,China,,7911593,tonnes
2020-Q1,export_tonnes_by_destination,China,,10424159,tonnes
2020-Q2,export_tonnes_by_destination,China,,14218565,tonnes
2020-Q3,export_tonnes_by_destination,China,,6348903,tonnes
2020-Q4,export_tonnes_by_destination,China,,1782880,tonnes
2021-Q1,export_tonnes_by_destination,China,,0,tonnes
2021-Q2,export_tonnes_by_destination,China,,0,tonnes
2021-Q3,export_tonnes_by_destination,China,,0,tonnes
2021-Q4,export_tonnes_by_destination,China,,0,tonnes
2022-Q1,export_tonnes_by_destination,China,,0,tonnes
2022-Q2,export_tonnes_by_destination,China,,3001,tonnes
2022-Q3,export_tonnes_by_destination,China,,33802,tonnes
2022-Q4,export_tonnes_by_destination,China,,82010,tonnes
2023-Q1,export_tonnes_by_destination,China,,2203321,tonnes
2023-Q2,export_tonnes_by_destination,China,,4109920,tonnes
2023-Q3,export_tonnes_by_destination,China,,6042374,tonnes
2023-Q4,export_tonnes_by_destination,China,,4099145,tonnes
2024-Q1,export_tonnes_by_destination,China,,5849139,tonnes
2024-Q2,export_tonnes_by_destination,China,,7795441,tonnes
2024-Q3,export_tonnes_by_destination,China,,8597400,tonnes
2024-Q4,export_tonnes_by_destination,China,,12008793,tonnes
2025-Q1,export_tonnes_by_destination,China,,4898770,tonnes
2025-Q2,export_tonnes_by_destination,China,,7263005,tonnes
2025-Q3,export_tonnes_by_destination,China,,8826867,tonnes
2025-Q4,export_tonnes_by_destination,China,,10714742,tonnes
2026-Q1,export_tonnes_by_destination,China,,4782855,tonnes
2010-Q1,export_tonnes_by_destination,France,,400643,tonnes
2010-Q2,export_tonnes_by_destination,France,,957189,tonnes
2010-Q3,export_tonnes_by_destination,France,,705865,tonnes
2010-Q4,export_tonnes_by_destination,France,,1288676,tonnes
2011-Q1,export_tonnes_by_destination,France,,345831,tonnes
2011-Q2,export_tonnes_by_destination,France,,1293793,tonnes
2011-Q3,export_tonnes_by_destination,France,,873564,tonnes
2011-Q4,export_tonnes_by_destination,France,,995169,tonnes
2012-Q1,export_tonnes_by_destination,France,,727552,tonnes
2012-Q2,export_tonnes_by_destination,France,,792326,tonnes
2012-Q3,export_tonnes_by_destination,France,,911470,tonnes
2012-Q4,export_tonnes_by_destination,France,,573972,tonnes
2013-Q1,export_tonnes_by_destination,France,,815525,tonnes
2013-Q2,export_tonnes_by_destination,France,,733724,tonnes
2013-Q3,export_tonnes_by_destination,France,,603310,tonnes
2013-Q4,export_tonnes_by_destination,France,,824378,tonnes
2014-Q1,export_tonnes_by_destination,France,,793401,tonnes
2014-Q2,export_tonnes_by_destination,France,,457210,tonnes
2014-Q3,export_tonnes_by_destination,France,,828728,tonnes
2014-Q4,export_tonnes_by_destination,France,,1072252,tonnes
2015-Q1,export_tonnes_by_destination,France,,729517,tonnes
2015-Q2,export_tonnes_by_destination,France,,655700,tonnes
2015-Q3,export_tonnes_by_destination,France,,1032326,tonnes
2015-Q4,export_tonnes_by_destination,France,,935037,tonnes
2016-Q1,export_tonnes_by_destination,France,,922212,tonnes
2016-Q2,export_tonnes_by_destination,France,,936599,tonnes
2016-Q3,export_tonnes_by_destination,France,,573501,tonnes
2016-Q4,export_tonnes_by_destination,France,,1025174,tonnes
2017-Q1,export_tonnes_by_destination,France,,617796,tonnes
2017-Q2,export_tonnes_by_destination,France,,442067,tonnes
2017-Q3,export_tonnes_by_destination,France,,896339,tonnes
2017-Q4,export_tonnes_by_destination,France,,852214,tonnes
2018-Q1,export_tonnes_by_destination,France,,671106,tonnes
2018-Q2,export_tonnes_by_destination,France,,816017,tonnes
2018-Q3,export_tonnes_by_destination,France,,477502,tonnes
2018-Q4,export_tonnes_by_destination,France,,866435,tonnes
2019-Q1,export_tonnes_by_destination,France,,938385,tonnes
2019-Q2,export_tonnes_by_destination,France,,693372,tonnes
2019-Q3,export_tonnes_by_destination,France,,558519,tonnes
2019-Q4,export_tonnes_by_destination,France,,415436,tonnes
2020-Q1,export_tonnes_by_destination,France,,442550,tonnes
2020-Q2,export_tonnes_by_destination,France,,295250,tonnes
2020-Q3,export_tonnes_by_destination,France,,417926,tonnes
2020-Q4,export_tonnes_by_destination,France,,767580,tonnes
2021-Q1,export_tonnes_by_destination,France,,361885,tonnes
2021-Q2,export_tonnes_by_destination,France,,522793,tonnes
2021-Q3,export_tonnes_by_destination,France,,266666,tonnes
2021-Q4,export_tonnes_by_destination,France,,411229,tonnes
2022-Q1,export_tonnes_by_destination,France,,567772,tonnes
2022-Q2,export_tonnes_by_destination,France,,493909,tonnes
2022-Q3,export_tonnes_by_destination,France,,547136,tonnes
2022-Q4,export_tonnes_by_destination,France,,626573,tonnes
2023-Q1,export_tonnes_by_destination,France,,469212,tonnes
2023-Q2,export_tonnes_by_destination,France,,582295,tonnes
2023-Q3,export_tonnes_by_destination,France,,409728,tonnes
2023-Q4,export_tonnes_by_destination,France,,568572,tonnes
2024-Q1,export_tonnes_by_destination,France,,379095,tonnes
2024-Q2,export_tonnes_by_destination,France,,553943,tonnes
2024-Q3,export_tonnes_by_destination,France,,440450,tonnes
2024-Q4,export_tonnes_by_destination,France,,470223,tonnes
2025-Q1,export_tonnes_by_destination,France,,445424,tonnes
2025-Q2,export_tonnes_by_destination,France,,445793,tonnes
2025-Q3,export_tonnes_by_destination,France,,594774,tonnes
2025-Q4,export_tonnes_by_destination,France,,636492,tonnes
2026-Q1,export_tonnes_by_destination,France,,374272,tonnes
2010-Q1,export_tonnes_by_destination,Germany,,194888,tonnes
2010-Q2,export_tonnes_by_destination,Germany,,131351,tonnes
2010-Q3,export_tonnes_by_destination,Germany,,383754,tonnes
2010-Q4,export_tonnes_by_destination,Germany,,264909,tonnes
2011-Q1,export_tonnes_by_destination,Germany,,225398,tonnes
2011-Q2,export_tonnes_by_destination,Germany,,128368,tonnes
2011-Q3,export_tonnes_by_destination,Germany,,754878,tonnes
2011-Q4,export_tonnes_by_destination,Germany,,809679,tonnes
2012-Q1,export_tonnes_by_destination,Germany,,724854,tonnes
2012-Q2,export_tonnes_by_destination,Germany,,718430,tonnes
2012-Q3,export_tonnes_by_destination,Germany,,1102653,tonnes
2012-Q4,export_tonnes_by_destination,Germany,,717794,tonnes
2013-Q1,export_tonnes_by_destination,Germany,,527905,tonnes
2013-Q2,export_tonnes_by_destination,Germany,,838676,tonnes
2013-Q3,export_tonnes_by_destination,Germany,,710544,tonnes
2013-Q4,export_tonnes_by_destination,Germany,,1036373,tonnes
2014-Q1,export_tonnes_by_destination,Germany,,558281,tonnes
2014-Q2,export_tonnes_by_destination,Germany,,1174145,tonnes
2014-Q3,export_tonnes_by_destination,Germany,,1014704,tonnes
2014-Q4,export_tonnes_by_destination,Germany,,1036146,tonnes
2015-Q1,export_tonnes_by_destination,Germany,,1041323,tonnes
2015-Q2,export_tonnes_by_destination,Germany,,1063504,tonnes
2015-Q3,export_tonnes_by_destination,Germany,,1449005,tonnes
2015-Q4,export_tonnes_by_destination,Germany,,1416278,tonnes
2016-Q1,export_tonnes_by_destination,Germany,,774372,tonnes
2016-Q2,export_tonnes_by_destination,Germany,,1101713,tonnes
2016-Q3,export_tonnes_by_destination,Germany,,1303148,tonnes
2016-Q4,export_tonnes_by_destination,Germany,,1203164,tonnes
2017-Q1,export_tonnes_by_destination,Germany,,803029,tonnes
2017-Q2,export_tonnes_by_destination,Germany,,735790,tonnes
2017-Q3,export_tonnes_by_destination,Germany,,1162870,tonnes
2017-Q4,export_tonnes_by_destination,Germany,,1100505,tonnes
2018-Q1,export_tonnes_by_destination,Germany,,1098359,tonnes
2018-Q2,export_tonnes_by_destination,Germany,,1088920,tonnes
2018-Q3,export_tonnes_by_destination,Germany,,774963,tonnes
2018-Q4,export_tonnes_by_destination,Germany,,954299,tonnes
2019-Q1,export_tonnes_by_destination,Germany,,1005885,tonnes
2019-Q2,export_tonnes_by_destination,Germany,,676276,tonnes
2019-Q3,export_tonnes_by_destination,Germany,,762970,tonnes
2019-Q4,export_tonnes_by_destination,Germany,,809988,tonnes
2020-Q1,export_tonnes_by_destination,Germany,,906703,tonnes
2020-Q2,export_tonnes_by_destination,Germany,,903616,tonnes
2020-Q3,export_tonnes_by_destination,Germany,,627736,tonnes
2020-Q4,export_tonnes_by_destination,Germany,,966953,tonnes
2021-Q1,export_tonnes_by_destination,Germany,,503110,tonnes
2021-Q2,export_tonnes_by_destination,Germany,,748175,tonnes
2021-Q3,export_tonnes_by_destination,Germany,,681886,tonnes
2021-Q4,export_tonnes_by_destination,Germany,,519068,tonnes
2022-Q1,export_tonnes_by_destination,Germany,,1566062,tonnes
2022-Q2,export_tonnes_by_destination,Germany,,1307258,tonnes
2022-Q3,export_tonnes_by_destination,Germany,,1279764,tonnes
2022-Q4,export_tonnes_by_destination,Germany,,1518943,tonnes
2023-Q1,export_tonnes_by_destination,Germany,,1348069,tonnes
2023-Q2,export_tonnes_by_destination,Germany,,1500924,tonnes
2023-Q3,export_tonnes_by_destination,Germany,,1195934,tonnes
2023-Q4,export_tonnes_by_destination,Germany,,1027670,tonnes
2024-Q1,export_tonnes_by_destination,Germany,,964109,tonnes
2024-Q2,export_tonnes_by_destination,Germany,,1145797,tonnes
2024-Q3,export_tonnes_by_destination,Germany,,911873,tonnes
2024-Q4,export_tonnes_by_destination,Germany,,730425,tonnes
2025-Q1,export_tonnes_by_destination,Germany,,882780,tonnes
2025-Q2,export_tonnes_by_destination,Germany,,748696,tonnes
2025-Q3,export_tonnes_by_destination,Germany,,381619,tonnes
2025-Q4,export_tonnes_by_destination,Germany,,630044,tonnes
2026-Q1,export_tonnes_by_destination,Germany,,565215,tonnes
2010-Q1,export_tonnes_by_destination,Hong Kong,,0,tonnes
2010-Q2,export_tonnes_by_destination,Hong Kong,,0,tonnes
2010-Q3,export_tonnes_by_destination,Hong Kong,,0,tonnes
2010-Q4,export_tonnes_by_destination,Hong Kong,,0,tonnes
2011-Q1,export_tonnes_by_destination,Hong Kong,,0,tonnes
2011-Q2,export_tonnes_by_destination,Hong Kong,,0,tonnes
2011-Q3,export_tonnes_by_destination,Hong Kong,,700910,tonnes
2011-Q4,export_tonnes_by_destination,Hong Kong,,369182,tonnes
2012-Q1,export_tonnes_by_destination,Hong Kong,,0,tonnes
2012-Q2,export_tonnes_by_destination,Hong Kong,,0,tonnes
2012-Q3,export_tonnes_by_destination,Hong Kong,,0,tonnes
2012-Q4,export_tonnes_by_destination,Hong Kong,,0,tonnes
2013-Q1,export_tonnes_by_destination,Hong Kong,,0,tonnes
2013-Q2,export_tonnes_by_destination,Hong Kong,,0,tonnes
2013-Q3,export_tonnes_by_destination,Hong Kong,,0,tonnes
2013-Q4,export_tonnes_by_destination,Hong Kong,,0,tonnes
2014-Q1,export_tonnes_by_destination,Hong Kong,,0,tonnes
2014-Q2,export_tonnes_by_destination,Hong Kong,,0,tonnes
2014-Q3,export_tonnes_by_destination,Hong Kong,,0,tonnes
2014-Q4,export_tonnes_by_destination,Hong Kong,,0,tonnes
2015-Q1,export_tonnes_by_destination,Hong Kong,,0,tonnes
2015-Q2,export_tonnes_by_destination,Hong Kong,,0,tonnes
2015-Q3,export_tonnes_by_destination,Hong Kong,,0,tonnes
2015-Q4,export_tonnes_by_destination,Hong Kong,,0,tonnes
2016-Q1,export_tonnes_by_destination,Hong Kong,,0,tonnes
2016-Q2,export_tonnes_by_destination,Hong Kong,,0,tonnes
2016-Q3,export_tonnes_by_destination,Hong Kong,,0,tonnes
2016-Q4,export_tonnes_by_destination,Hong Kong,,0,tonnes
2017-Q1,export_tonnes_by_destination,Hong Kong,,0,tonnes
2017-Q2,export_tonnes_by_destination,Hong Kong,,0,tonnes
2017-Q3,export_tonnes_by_destination,Hong Kong,,0,tonnes
2017-Q4,export_tonnes_by_destination,Hong Kong,,0,tonnes
2018-Q1,export_tonnes_by_destination,Hong Kong,,0,tonnes
2018-Q2,export_tonnes_by_destination,Hong Kong,,2666204,tonnes
2018-Q3,export_tonnes_by_destination,Hong Kong,,978379,tonnes
2018-Q4,export_tonnes_by_destination,Hong Kong,,401091,tonnes
2019-Q1,export_tonnes_by_destination,Hong Kong,,1934814,tonnes
2019-Q2,export_tonnes_by_destination,Hong Kong,,2626245,tonnes
2019-Q3,export_tonnes_by_destination,Hong Kong,,2312816,tonnes
2019-Q4,export_tonnes_by_destination,Hong Kong,,2682265,tonnes
2020-Q1,export_tonnes_by_destination,Hong Kong,,2465037,tonnes
2020-Q2,export_tonnes_by_destination,Hong Kong,,2900085,tonnes
2020-Q3,export_tonnes_by_destination,Hong Kong,,2382695,tonnes
2020-Q4,export_tonnes_by_destination,Hong Kong,,927122,tonnes
2021-Q1,export_tonnes_by_destination,Hong Kong,,130200,tonnes
2021-Q2,export_tonnes_by_destination,Hong Kong,,323406,tonnes
2021-Q3,export_tonnes_by_destination,Hong Kong,,306267,tonnes
2021-Q4,export_tonnes_by_destination,Hong Kong,,331734,tonnes
2022-Q1,export_tonnes_by_destination,Hong Kong,,98968,tonnes
2022-Q2,export_tonnes_by_destination,Hong Kong,,89700,tonnes
2022-Q3,export_tonnes_by_destination,Hong Kong,,73648,tonnes
2022-Q4,export_tonnes_by_destination,Hong Kong,,73621,tonnes
2023-Q1,export_tonnes_by_destination,Hong Kong,,462625,tonnes
2023-Q2,export_tonnes_by_destination,Hong Kong,,479397,tonnes
2023-Q3,export_tonnes_by_destination,Hong Kong,,418145,tonnes
2023-Q4,export_tonnes_by_destination,Hong Kong,,1431918,tonnes
2024-Q1,export_tonnes_by_destination,Hong Kong,,164999,tonnes
2024-Q2,export_tonnes_by_destination,Hong Kong,,1085628,tonnes
2024-Q3,export_tonnes_by_destination,Hong Kong,,1144530,tonnes
2024-Q4,export_tonnes_by_destination,Hong Kong,,1126273,tonnes
2025-Q1,export_tonnes_by_destination,Hong Kong,,636239,tonnes
2025-Q2,export_tonnes_by_destination,Hong Kong,,2165602,tonnes
2025-Q3,export_tonnes_by_destination,Hong Kong,,1816039,tonnes
2025-Q4,export_tonnes_by_destination,Hong Kong,,1599138,tonnes
2026-Q1,export_tonnes_by_destination,Hong Kong,,306829,tonnes
2010-Q1,export_tonnes_by_destination,India,,6275987,tonnes
2010-Q2,export_tonnes_by_destination,India,,8241360,tonnes
2010-Q3,export_tonnes_by_destination,India,,7718543,tonnes
2010-Q4,export_tonnes_by_destination,India,,6930955,tonnes
2011-Q1,export_tonnes_by_destination,India,,5211745,tonnes
2011-Q2,export_tonnes_by_destination,India,,7730491,tonnes
2011-Q3,export_tonnes_by_destination,India,,6224650,tonnes
2011-Q4,export_tonnes_by_destination,India,,6510942,tonnes
2012-Q1,export_tonnes_by_destination,India,,5824337,tonnes
2012-Q2,export_tonnes_by_destination,India,,6754708,tonnes
2012-Q3,export_tonnes_by_destination,India,,6392651,tonnes
2012-Q4,export_tonnes_by_destination,India,,6679791,tonnes
2013-Q1,export_tonnes_by_destination,India,,5495763,tonnes
2013-Q2,export_tonnes_by_destination,India,,7344402,tonnes
2013-Q3,export_tonnes_by_destination,India,,6987507,tonnes
2013-Q4,export_tonnes_by_destination,India,,7833892,tonnes
2014-Q1,export_tonnes_by_destination,India,,7064983,tonnes
2014-Q2,export_tonnes_by_destination,India,,9028626,tonnes
2014-Q3,export_tonnes_by_destination,India,,9498143,tonnes
2014-Q4,export_tonnes_by_destination,India,,8988250,tonnes
2015-Q1,export_tonnes_by_destination,India,,8025382,tonnes
2015-Q2,export_tonnes_by_destination,India,,8038840,tonnes
2015-Q3,export_tonnes_by_destination,India,,8573170,tonnes
2015-Q4,export_tonnes_by_destination,India,,7935721,tonnes
2016-Q1,export_tonnes_by_destination,India,,8491021,tonnes
2016-Q2,export_tonnes_by_destination,India,,9576141,tonnes
2016-Q3,export_tonnes_by_destination,India,,8128204,tonnes
2016-Q4,export_tonnes_by_destination,India,,8785358,tonnes
2017-Q1,export_tonnes_by_destination,India,,7908465,tonnes
2017-Q2,export_tonnes_by_destination,India,,7493530,tonnes
2017-Q3,export_tonnes_by_destination,India,,10858810,tonnes
2017-Q4,export_tonnes_by_destination,India,,10239172,tonnes
2018-Q1,export_tonnes_by_destination,India,,11016092,tonnes
2018-Q2,export_tonnes_by_destination,India,,7391027,tonnes
2018-Q3,export_tonnes_by_destination,India,,9939401,tonnes
2018-Q4,export_tonnes_by_destination,India,,9983807,tonnes
2019-Q1,export_tonnes_by_destination,India,,7070038,tonnes
2019-Q2,export_tonnes_by_destination,India,,9143547,tonnes
2019-Q3,export_tonnes_by_destination,India,,6737078,tonnes
2019-Q4,export_tonnes_by_destination,India,,8414980,tonnes
2020-Q1,export_tonnes_by_destination,India,,6240459,tonnes
2020-Q2,export_tonnes_by_destination,India,,4050889,tonnes
