quarter,series,category,subcategory,value,unit
2020-Q3,export_tonnes_by_destination,India,,8612813,tonnes
2020-Q4,export_tonnes_by_destination,India,,9624197,tonnes
2021-Q1,export_tonnes_by_destination,India,,10667976,tonnes
2021-Q2,export_tonnes_by_destination,India,,11351659,tonnes
2021-Q3,export_tonnes_by_destination,India,,8854523,tonnes
2021-Q4,export_tonnes_by_destination,India,,9004482,tonnes
2022-Q1,export_tonnes_by_destination,India,,9411633,tonnes
2022-Q2,export_tonnes_by_destination,India,,7728771,tonnes
2022-Q3,export_tonnes_by_destination,India,,11562583,tonnes
2022-Q4,export_tonnes_by_destination,India,,10144200,tonnes
2023-Q1,export_tonnes_by_destination,India,,10797556,tonnes
2023-Q2,export_tonnes_by_destination,India,,13131074,tonnes
2023-Q3,export_tonnes_by_destination,India,,11113826,tonnes
2023-Q4,export_tonnes_by_destination,India,,12853257,tonnes
2024-Q1,export_tonnes_by_destination,India,,9807283,tonnes
2024-Q2,export_tonnes_by_destination,India,,11393167,tonnes
2024-Q3,export_tonnes_by_destination,India,,8461783,tonnes
2024-Q4,export_tonnes_by_destination,India,,8923561,tonnes
2025-Q1,export_tonnes_by_destination,India,,8755203,tonnes
2025-Q2,export_tonnes_by_destination,India,,11214894,tonnes
2025-Q3,export_tonnes_by_destination,India,,9440714,tonnes
2025-Q4,export_tonnes_by_destination,India,,9655458,tonnes
2026-Q1,export_tonnes_by_destination,India,,9159935,tonnes
2010-Q1,export_tonnes_by_destination,Indonesia,,0,tonnes
2010-Q2,export_tonnes_by_destination,Indonesia,,0,tonnes
2010-Q3,export_tonnes_by_destination,Indonesia,,0,tonnes
2010-Q4,export_tonnes_by_destination,Indonesia,,0,tonnes
2011-Q1,export_tonnes_by_destination,Indonesia,,0,tonnes
2011-Q2,export_tonnes_by_destination,Indonesia,,0,tonnes
2011-Q3,export_tonnes_by_destination,Indonesia,,0,tonnes
2011-Q4,export_tonnes_by_destination,Indonesia,,0,tonnes
2012-Q1,export_tonnes_by_destination,Indonesia,,0,tonnes
2012-Q2,export_tonnes_by_destination,Indonesia,,0,tonnes
2012-Q3,export_tonnes_by_destination,Indonesia,,0,tonnes
2012-Q4,export_tonnes_by_destination,Indonesia,,0,tonnes
2013-Q1,export_tonnes_by_destination,Indonesia,,0,tonnes
2013-Q2,export_tonnes_by_destination,Indonesia,,30800,tonnes
2013-Q3,export_tonnes_by_destination,Indonesia,,119896,tonnes
2013-Q4,export_tonnes_by_destination,Indonesia,,207889,tonnes
2014-Q1,export_tonnes_by_destination,Indonesia,,192247,tonnes
2014-Q2,export_tonnes_by_destination,Indonesia,,170171,tonnes
2014-Q3,export_tonnes_by_destination,Indonesia,,394107,tonnes
2014-Q4,export_tonnes_by_destination,Indonesia,,381767,tonnes
2015-Q1,export_tonnes_by_destination,Indonesia,,354242,tonnes
2015-Q2,export_tonnes_by_destination,Indonesia,,357191,tonnes
2015-Q3,export_tonnes_by_destination,Indonesia,,320882,tonnes
2015-Q4,export_tonnes_by_destination,Indonesia,,340526,tonnes
2016-Q1,export_tonnes_by_destination,Indonesia,,293593,tonnes
2016-Q2,export_tonnes_by_destination,Indonesia,,99738,tonnes
2016-Q3,export_tonnes_by_destination,Indonesia,,311795,tonnes
2016-Q4,export_tonnes_by_destination,Indonesia,,320053,tonnes
2017-Q1,export_tonnes_by_destination,Indonesia,,273118,tonnes
2017-Q2,export_tonnes_by_destination,Indonesia,,258685,tonnes
2017-Q3,export_tonnes_by_destination,Indonesia,,267068,tonnes
2017-Q4,export_tonnes_by_destination,Indonesia,,361262,tonnes
2018-Q1,export_tonnes_by_destination,Indonesia,,479711,tonnes
2018-Q2,export_tonnes_by_destination,Indonesia,,213371,tonnes
2018-Q3,export_tonnes_by_destination,Indonesia,,566368,tonnes
2018-Q4,export_tonnes_by_destination,Indonesia,,780610,tonnes
2019-Q1,export_tonnes_by_destination,Indonesia,,252361,tonnes
2019-Q2,export_tonnes_by_destination,Indonesia,,128225,tonnes
2019-Q3,export_tonnes_by_destination,Indonesia,,171653,tonnes
2019-Q4,export_tonnes_by_destination,Indonesia,,203532,tonnes
2020-Q1,export_tonnes_by_destination,Indonesia,,110031,tonnes
2020-Q2,export_tonnes_by_destination,Indonesia,,120998,tonnes
2020-Q3,export_tonnes_by_destination,Indonesia,,399070,tonnes
2020-Q4,export_tonnes_by_destination,Indonesia,,358541,tonnes
2021-Q1,export_tonnes_by_destination,Indonesia,,321708,tonnes
2021-Q2,export_tonnes_by_destination,Indonesia,,331055,tonnes
2021-Q3,export_tonnes_by_destination,Indonesia,,370757,tonnes
2021-Q4,export_tonnes_by_destination,Indonesia,,559222,tonnes
2022-Q1,export_tonnes_by_destination,Indonesia,,165918,tonnes
2022-Q2,export_tonnes_by_destination,Indonesia,,150106,tonnes
2022-Q3,export_tonnes_by_destination,Indonesia,,999232,tonnes
2022-Q4,export_tonnes_by_destination,Indonesia,,863713,tonnes
2023-Q1,export_tonnes_by_destination,Indonesia,,945281,tonnes
2023-Q2,export_tonnes_by_destination,Indonesia,,786097,tonnes
2023-Q3,export_tonnes_by_destination,Indonesia,,855388,tonnes
2023-Q4,export_tonnes_by_destination,Indonesia,,412346,tonnes
2024-Q1,export_tonnes_by_destination,Indonesia,,898418,tonnes
2024-Q2,export_tonnes_by_destination,Indonesia,,1525806,tonnes
2024-Q3,export_tonnes_by_destination,Indonesia,,972825,tonnes
2024-Q4,export_tonnes_by_destination,Indonesia,,1164446,tonnes
2025-Q1,export_tonnes_by_destination,Indonesia,,1139673,tonnes
2025-Q2,export_tonnes_by_destination,Indonesia,,1140166,tonnes
2025-Q3,export_tonnes_by_destination,Indonesia,,573139,tonnes
2025-Q4,export_tonnes_by_destination,Indonesia,,841478,tonnes
2026-Q1,export_tonnes_by_destination,Indonesia,,1072852,tonnes
2010-Q1,export_tonnes_by_destination,Japan,,13127625,tonnes
2010-Q2,export_tonnes_by_destination,Japan,,16213930,tonnes
2010-Q3,export_tonnes_by_destination,Japan,,14637645,tonnes
2010-Q4,export_tonnes_by_destination,Japan,,13943835,tonnes
2011-Q1,export_tonnes_by_destination,Japan,,10188411,tonnes
2011-Q2,export_tonnes_by_destination,Japan,,10546123,tonnes
2011-Q3,export_tonnes_by_destination,Japan,,12093068,tonnes
2011-Q4,export_tonnes_by_destination,Japan,,13306020,tonnes
2012-Q1,export_tonnes_by_destination,Japan,,9945225,tonnes
2012-Q2,export_tonnes_by_destination,Japan,,11523167,tonnes
2012-Q3,export_tonnes_by_destination,Japan,,12307305,tonnes
2012-Q4,export_tonnes_by_destination,Japan,,10939792,tonnes
2013-Q1,export_tonnes_by_destination,Japan,,10566795,tonnes
2013-Q2,export_tonnes_by_destination,Japan,,12211935,tonnes
2013-Q3,export_tonnes_by_destination,Japan,,13169840,tonnes
2013-Q4,export_tonnes_by_destination,Japan,,13496263,tonnes
2014-Q1,export_tonnes_by_destination,Japan,,11939751,tonnes
2014-Q2,export_tonnes_by_destination,Japan,,12847356,tonnes
2014-Q3,export_tonnes_by_destination,Japan,,12421789,tonnes
2014-Q4,export_tonnes_by_destination,Japan,,13154845,tonnes
2015-Q1,export_tonnes_by_destination,Japan,,11339259,tonnes
2015-Q2,export_tonnes_by_destination,Japan,,12840674,tonnes
2015-Q3,export_tonnes_by_destination,Japan,,13444503,tonnes
2015-Q4,export_tonnes_by_destination,Japan,,13274948,tonnes
2016-Q1,export_tonnes_by_destination,Japan,,10618115,tonnes
2016-Q2,export_tonnes_by_destination,Japan,,12240050,tonnes
2016-Q3,export_tonnes_by_destination,Japan,,13443163,tonnes
2016-Q4,export_tonnes_by_destination,Japan,,12924916,tonnes
2017-Q1,export_tonnes_by_destination,Japan,,10202570,tonnes
2017-Q2,export_tonnes_by_destination,Japan,,9604017,tonnes
2017-Q3,export_tonnes_by_destination,Japan,,11777581,tonnes
2017-Q4,export_tonnes_by_destination,Japan,,12489483,tonnes
2018-Q1,export_tonnes_by_destination,Japan,,12410586,tonnes
2018-Q2,export_tonnes_by_destination,Japan,,10061237,tonnes
2018-Q3,export_tonnes_by_destination,Japan,,11364511,tonnes
2018-Q4,export_tonnes_by_destination,Japan,,11687590,tonnes
2019-Q1,export_tonnes_by_destination,Japan,,10750110,tonnes
2019-Q2,export_tonnes_by_destination,Japan,,9855600,tonnes
2019-Q3,export_tonnes_by_destination,Japan,,10234878,tonnes
2019-Q4,export_tonnes_by_destination,Japan,,10736542,tonnes
2020-Q1,export_tonnes_by_destination,Japan,,9370478,tonnes
2020-Q2,export_tonnes_by_destination,Japan,,8010590,tonnes
2020-Q3,export_tonnes_by_destination,Japan,,8801720,tonnes
2020-Q4,export_tonnes_by_destination,Japan,,12590340,tonnes
2021-Q1,export_tonnes_by_destination,Japan,,10305070,tonnes
2021-Q2,export_tonnes_by_destination,Japan,,11232642,tonnes
2021-Q3,export_tonnes_by_destination,Japan,,12899374,tonnes
2021-Q4,export_tonnes_by_destination,Japan,,10368021,tonnes
2022-Q1,export_tonnes_by_destination,Japan,,10754028,tonnes
2022-Q2,export_tonnes_by_destination,Japan,,11546714,tonnes
2022-Q3,export_tonnes_by_destination,Japan,,11490538,tonnes
2022-Q4,export_tonnes_by_destination,Japan,,12607223,tonnes
2023-Q1,export_tonnes_by_destination,Japan,,10018671,tonnes
2023-Q2,export_tonnes_by_destination,Japan,,11121201,tonnes
2023-Q3,export_tonnes_by_destination,Japan,,9975869,tonnes
2023-Q4,export_tonnes_by_destination,Japan,,10399742,tonnes
2024-Q1,export_tonnes_by_destination,Japan,,11003701,tonnes
2024-Q2,export_tonnes_by_destination,Japan,,8784585,tonnes
2024-Q3,export_tonnes_by_destination,Japan,,10785091,tonnes
2024-Q4,export_tonnes_by_destination,Japan,,11586048,tonnes
2025-Q1,export_tonnes_by_destination,Japan,,8657209,tonnes
2025-Q2,export_tonnes_by_destination,Japan,,8619304,tonnes
2025-Q3,export_tonnes_by_destination,Japan,,11076056,tonnes
2025-Q4,export_tonnes_by_destination,Japan,,10264908,tonnes
2026-Q1,export_tonnes_by_destination,Japan,,9464418,tonnes
2010-Q1,export_tonnes_by_destination,Malaysia,,280890,tonnes
2010-Q2,export_tonnes_by_destination,Malaysia,,416652,tonnes
2010-Q3,export_tonnes_by_destination,Malaysia,,429803,tonnes
2010-Q4,export_tonnes_by_destination,Malaysia,,654399,tonnes
2011-Q1,export_tonnes_by_destination,Malaysia,,208023,tonnes
2011-Q2,export_tonnes_by_destination,Malaysia,,209901,tonnes
2011-Q3,export_tonnes_by_destination,Malaysia,,357506,tonnes
2011-Q4,export_tonnes_by_destination,Malaysia,,228140,tonnes
2012-Q1,export_tonnes_by_destination,Malaysia,,428182,tonnes
2012-Q2,export_tonnes_by_destination,Malaysia,,71500,tonnes
2012-Q3,export_tonnes_by_destination,Malaysia,,69854,tonnes
2012-Q4,export_tonnes_by_destination,Malaysia,,71500,tonnes
2013-Q1,export_tonnes_by_destination,Malaysia,,0,tonnes
2013-Q2,export_tonnes_by_destination,Malaysia,,213468,tonnes
2013-Q3,export_tonnes_by_destination,Malaysia,,358453,tonnes
2013-Q4,export_tonnes_by_destination,Malaysia,,357910,tonnes
2014-Q1,export_tonnes_by_destination,Malaysia,,70789,tonnes
2014-Q2,export_tonnes_by_destination,Malaysia,,215009,tonnes
2014-Q3,export_tonnes_by_destination,Malaysia,,292474,tonnes
2014-Q4,export_tonnes_by_destination,Malaysia,,76600,tonnes
2015-Q1,export_tonnes_by_destination,Malaysia,,222913,tonnes
2015-Q2,export_tonnes_by_destination,Malaysia,,363057,tonnes
2015-Q3,export_tonnes_by_destination,Malaysia,,319217,tonnes
2015-Q4,export_tonnes_by_destination,Malaysia,,212584,tonnes
2016-Q1,export_tonnes_by_destination,Malaysia,,213255,tonnes
2016-Q2,export_tonnes_by_destination,Malaysia,,471125,tonnes
2016-Q3,export_tonnes_by_destination,Malaysia,,276981,tonnes
2016-Q4,export_tonnes_by_destination,Malaysia,,295367,tonnes
2017-Q1,export_tonnes_by_destination,Malaysia,,218822,tonnes
2017-Q2,export_tonnes_by_destination,Malaysia,,296072,tonnes
2017-Q3,export_tonnes_by_destination,Malaysia,,217115,tonnes
2017-Q4,export_tonnes_by_destination,Malaysia,,367210,tonnes
2018-Q1,export_tonnes_by_destination,Malaysia,,491716,tonnes
2018-Q2,export_tonnes_by_destination,Malaysia,,491280,tonnes
2018-Q3,export_tonnes_by_destination,Malaysia,,485947,tonnes
2018-Q4,export_tonnes_by_destination,Malaysia,,427081,tonnes
2019-Q1,export_tonnes_by_destination,Malaysia,,538142,tonnes
2019-Q2,export_tonnes_by_destination,Malaysia,,786489,tonnes
2019-Q3,export_tonnes_by_destination,Malaysia,,680381,tonnes
2019-Q4,export_tonnes_by_destination,Malaysia,,703479,tonnes
2020-Q1,export_tonnes_by_destination,Malaysia,,771867,tonnes
2020-Q2,export_tonnes_by_destination,Malaysia,,869521,tonnes
2020-Q3,export_tonnes_by_destination,Malaysia,,713823,tonnes
2020-Q4,export_tonnes_by_destination,Malaysia,,795336,tonnes
2021-Q1,export_tonnes_by_destination,Malaysia,,601894,tonnes
2021-Q2,export_tonnes_by_destination,Malaysia,,823155,tonnes
2021-Q3,export_tonnes_by_destination,Malaysia,,517185,tonnes
2021-Q4,export_tonnes_by_destination,Malaysia,,346624,tonnes
2022-Q1,export_tonnes_by_destination,Malaysia,,528817,tonnes
2022-Q2,export_tonnes_by_destination,Malaysia,,649494,tonnes
2022-Q3,export_tonnes_by_destination,Malaysia,,686554,tonnes
2022-Q4,export_tonnes_by_destination,Malaysia,,869005,tonnes
2023-Q1,export_tonnes_by_destination,Malaysia,,343408,tonnes
2023-Q2,export_tonnes_by_destination,Malaysia,,645597,tonnes
2023-Q3,export_tonnes_by_destination,Malaysia,,676528,tonnes
2023-Q4,export_tonnes_by_destination,Malaysia,,429104,tonnes
2024-Q1,export_tonnes_by_destination,Malaysia,,146676,tonnes
2024-Q2,export_tonnes_by_destination,Malaysia,,234230,tonnes
2024-Q3,export_tonnes_by_destination,Malaysia,,348881,tonnes
2024-Q4,export_tonnes_by_destination,Malaysia,,188064,tonnes
2025-Q1,export_tonnes_by_destination,Malaysia,,134804,tonnes
2025-Q2,export_tonnes_by_destination,Malaysia,,255717,tonnes
2025-Q3,export_tonnes_by_destination,Malaysia,,250179,tonnes
2025-Q4,export_tonnes_by_destination,Malaysia,,340268,tonnes
2026-Q1,export_tonnes_by_destination,Malaysia,,82533,tonnes
2010-Q1,export_tonnes_by_destination,Netherlands,,698570,tonnes
2010-Q2,export_tonnes_by_destination,Netherlands,,1611403,tonnes
2010-Q3,export_tonnes_by_destination,Netherlands,,1301921,tonnes
2010-Q4,export_tonnes_by_destination,Netherlands,,997905,tonnes
2011-Q1,export_tonnes_by_destination,Netherlands,,1029959,tonnes
2011-Q2,export_tonnes_by_destination,Netherlands,,980847,tonnes
2011-Q3,export_tonnes_by_destination,Netherlands,,525570,tonnes
2011-Q4,export_tonnes_by_destination,Netherlands,,704604,tonnes
2012-Q1,export_tonnes_by_destination,Netherlands,,294059,tonnes
2012-Q2,export_tonnes_by_destination,Netherlands,,265225,tonnes
2012-Q3,export_tonnes_by_destination,Netherlands,,226990,tonnes
2012-Q4,export_tonnes_by_destination,Netherlands,,420699,tonnes
2013-Q1,export_tonnes_by_destination,Netherlands,,786238,tonnes
2013-Q2,export_tonnes_by_destination,Netherlands,,1129259,tonnes
2013-Q3,export_tonnes_by_destination,Netherlands,,945073,tonnes
2013-Q4,export_tonnes_by_destination,Netherlands,,858667,tonnes
2014-Q1,export_tonnes_by_destination,Netherlands,,847592,tonnes
2014-Q2,export_tonnes_by_destination,Netherlands,,908984,tonnes
2014-Q3,export_tonnes_by_destination,Netherlands,,852083,tonnes
2014-Q4,export_tonnes_by_destination,Netherlands,,608166,tonnes
2015-Q1,export_tonnes_by_destination,Netherlands,,587641,tonnes
2015-Q2,export_tonnes_by_destination,Netherlands,,235285,tonnes
2015-Q3,export_tonnes_by_destination,Netherlands,,458623,tonnes
2015-Q4,export_tonnes_by_destination,Netherlands,,549425,tonnes
2016-Q1,export_tonnes_by_destination,Netherlands,,328816,tonnes
2016-Q2,export_tonnes_by_destination,Netherlands,,585792,tonnes
2016-Q3,export_tonnes_by_destination,Netherlands,,707900,tonnes
2016-Q4,export_tonnes_by_destination,Netherlands,,1014847,tonnes
2017-Q1,export_tonnes_by_destination,Netherlands,,598882,tonnes
2017-Q2,export_tonnes_by_destination,Netherlands,,456593,tonnes
2017-Q3,export_tonnes_by_destination,Netherlands,,348379,tonnes
2017-Q4,export_tonnes_by_destination,Netherlands,,203412,tonnes
2018-Q1,export_tonnes_by_destination,Netherlands,,469860,tonnes
2018-Q2,export_tonnes_by_destination,Netherlands,,361102,tonnes
2018-Q3,export_tonnes_by_destination,Netherlands,,238095,tonnes
2018-Q4,export_tonnes_by_destination,Netherlands,,668907,tonnes
2019-Q1,export_tonnes_by_destination,Netherlands,,384665,tonnes
2019-Q2,export_tonnes_by_destination,Netherlands,,20207,tonnes
2019-Q3,export_tonnes_by_destination,Netherlands,,262237,tonnes
2019-Q4,export_tonnes_by_destination,Netherlands,,137478,tonnes
2020-Q1,export_tonnes_by_destination,Netherlands,,168577,tonnes
2020-Q2,export_tonnes_by_destination,Netherlands,,388656,tonnes
2020-Q3,export_tonnes_by_destination,Netherlands,,146744,tonnes
2020-Q4,export_tonnes_by_destination,Netherlands,,504405,tonnes
2021-Q1,export_tonnes_by_destination,Netherlands,,659135,tonnes
2021-Q2,export_tonnes_by_destination,Netherlands,,342023,tonnes
2021-Q3,export_tonnes_by_destination,Netherlands,,402745,tonnes
2021-Q4,export_tonnes_by_destination,Netherlands,,535793,tonnes
2022-Q1,export_tonnes_by_destination,Netherlands,,575582,tonnes
2022-Q2,export_tonnes_by_destination,Netherlands,,421490,tonnes
2022-Q3,export_tonnes_by_destination,Netherlands,,782781,tonnes
2022-Q4,export_tonnes_by_destination,Netherlands,,627109,tonnes
2023-Q1,export_tonnes_by_destination,Netherlands,,726967,tonnes
2023-Q2,export_tonnes_by_destination,Netherlands,,735969,tonnes
2023-Q3,export_tonnes_by_destination,Netherlands,,826506,tonnes
2023-Q4,export_tonnes_by_destination,Netherlands,,1158720,tonnes
2024-Q1,export_tonnes_by_destination,Netherlands,,1115774,tonnes
2024-Q2,export_tonnes_by_destination,Netherlands,,813115,tonnes
2024-Q3,export_tonnes_by_destination,Netherlands,,1038170,tonnes
2024-Q4,export_tonnes_by_destination,Netherlands,,1628507,tonnes
2025-Q1,export_tonnes_by_destination,Netherlands,,1041441,tonnes
2025-Q2,export_tonnes_by_destination,Netherlands,,1446689,tonnes
2025-Q3,export_tonnes_by_destination,Netherlands,,1998618,tonnes
2025-Q4,export_tonnes_by_destination,Netherlands,,2150375,tonnes
2026-Q1,export_tonnes_by_destination,Netherlands,,1434734,tonnes
2010-Q1,export_tonnes_by_destination,Other,,1845783,tonnes
2010-Q2,export_tonnes_by_destination,Other,,2388933,tonnes
2010-Q3,export_tonnes_by_destination,Other,,1950323,tonnes
2010-Q4,export_tonnes_by_destination,Other,,2127313,tonnes
2011-Q1,export_tonnes_by_destination,Other,,1366057,tonnes
2011-Q2,export_tonnes_by_destination,Other,,2023483,tonnes
2011-Q3,export_tonnes_by_destination,Other,,2291017,tonnes
2011-Q4,export_tonnes_by_destination,Other,,1635867,tonnes
2012-Q1,export_tonnes_by_destination,Other,,1838101,tonnes
2012-Q2,export_tonnes_by_destination,Other,,2128539,tonnes
2012-Q3,export_tonnes_by_destination,Other,,2088238,tonnes
2012-Q4,export_tonnes_by_destination,Other,,1719269,tonnes
2013-Q1,export_tonnes_by_destination,Other,,1874177,tonnes
2013-Q2,export_tonnes_by_destination,Other,,1367135,tonnes
2013-Q3,export_tonnes_by_destination,Other,,1737346,tonnes
2013-Q4,export_tonnes_by_destination,Other,,1819140,tonnes
2014-Q1,export_tonnes_by_destination,Other,,2099121,tonnes
2014-Q2,export_tonnes_by_destination,Other,,2043425,tonnes
2014-Q3,export_tonnes_by_destination,Other,,2152417,tonnes
2014-Q4,export_tonnes_by_destination,Other,,1446813,tonnes
2015-Q1,export_tonnes_by_destination,Other,,2686105,tonnes
